Z;A;E;dE;f1;df1
50;120;25.3;0.0;1.6300000000000002e-07;1.05e-08
50;120;25.4;0.0;1.25e-07;1.06e-08
50;120;25.5;0.0;1.37e-07;1.01e-08
50;120;25.6;0.0;1.0199999999999999e-07;1.04e-08
50;120;25.7;0.0;1.25e-07;1.01e-08
50;120;25.8;0.0;1.0699999999999999e-07;1.02e-08
50;120;25.9;0.0;1.35e-07;1.08e-08
50;120;26.0;0.0;1.45e-07;1.27e-08
50;120;26.1;0.0;1.7e-07;1.31e-08
50;120;26.2;0.0;1.2699999999999999e-07;1.22e-08
50;120;26.3;0.0;1.36e-07;1.23e-08
50;116;9.7;0.0;7.780000000000001e-09;8.050000000000001e-09
50;116;9.8;0.0;1.14e-08;7.970000000000001e-09
50;116;9.9;0.0;5.9500000000000003e-08;7.970000000000001e-09
50;116;10.0;0.0;1.08e-07;7.89e-09
50;116;10.1;0.0;1.58e-07;7.809999999999998e-09
50;116;10.2;0.0;1.45e-07;7.74e-09
50;116;10.3;0.0;1.44e-07;9.52e-09
50;116;10.4;0.0;1.56e-07;1.23e-08
50;116;10.5;0.0;1.83e-07;9.75e-09
50;116;10.6;0.0;1.96e-07;8.759999999999999e-09
50;116;10.7;0.0;1.9e-07;1.22e-08
50;116;10.8;0.0;1.85e-07;1.26e-08
50;116;10.9;0.0;1.7600000000000001e-07;1.1899999999999999e-08
50;116;11.0;0.0;1.8100000000000002e-07;8.440000000000001e-09
50;116;11.1;0.0;1.96e-07;1.01e-08
50;116;11.2;0.0;2.24e-07;1.25e-08
50;116;11.3;0.0;2.3199999999999999e-07;1.25e-08
50;116;11.4;0.0;2.66e-07;1.38e-08
50;116;11.5;0.0;2.98e-07;1.6100000000000002e-08
50;116;11.6;0.0;3.16e-07;1.58e-08
50;116;11.7;0.0;3.51e-07;1.72e-08
50;116;11.8;0.0;3.87e-07;1.79e-08
50;116;11.9;0.0;3.86e-07;1.73e-08
50;116;12.0;0.0;3.83e-07;1.63e-08
50;116;12.1;0.0;4.0899999999999997e-07;1.57e-08
50;116;12.2;0.0;5.06e-07;1.71e-08
50;116;12.3;0.0;5.04e-07;1.77e-08
50;116;12.4;0.0;5.2e-07;1.76e-08
50;116;12.5;0.0;5.68e-07;1.6e-08
50;116;12.6;0.0;5.82e-07;1.6399999999999998e-08
50;116;12.7;0.0;6.16e-07;1.58e-08
50;116;12.8;0.0;6.590000000000001e-07;1.8e-08
50;116;12.9;0.0;6.990000000000001e-07;1.85e-08
50;116;13.0;0.0;7.140000000000001e-07;1.71e-08
50;116;13.1;0.0;7.609999999999999e-07;1.8e-08
50;116;13.2;0.0;7.82e-07;1.8e-08
50;116;13.3;0.0;8.09e-07;1.79e-08
50;116;13.4;0.0;8.41e-07;1.79e-08
50;116;13.5;0.0;9.06e-07;1.88e-08
50;116;13.6;0.0;9.38e-07;1.81e-08
50;116;13.7;0.0;9.88e-07;1.96e-08
50;116;13.8;0.0;1.04e-06;1.8999999999999998e-08
50;116;13.9;0.0;1.07e-06;1.8999999999999998e-08
50;116;14.0;0.0;1.1e-06;1.79e-08
50;116;14.1;0.0;1.16e-06;1.8700000000000002e-08
50;116;14.2;0.0;1.2e-06;1.85e-08
50;116;14.3;0.0;1.23e-06;1.82e-08
50;116;14.4;0.0;1.28e-06;1.93e-08
50;116;14.5;0.0;1.29e-06;1.88e-08
50;116;14.6;0.0;1.34e-06;1.88e-08
50;116;14.7;0.0;1.38e-06;1.86e-08
50;116;14.8;0.0;1.42e-06;1.84e-08
50;116;14.9;0.0;1.45e-06;1.86e-08
50;116;15.0;0.0;1.48e-06;1.8700000000000002e-08
50;116;15.1;0.0;1.5e-06;1.8999999999999998e-08
50;116;15.2;0.0;1.52e-06;1.8700000000000002e-08
50;116;15.3;0.0;1.5e-06;1.8e-08
50;116;15.4;0.0;1.52e-06;1.86e-08
50;116;15.5;0.0;1.51e-06;1.8700000000000002e-08
50;116;15.6;0.0;1.48e-06;1.84e-08
50;116;15.7;0.0;1.45e-06;1.82e-08
50;116;15.8;0.0;1.42e-06;1.81e-08
50;116;15.9;0.0;1.41e-06;1.8e-08
50;116;16.0;0.0;1.43e-06;1.79e-08
50;116;16.1;0.0;1.39e-06;1.78e-08
50;116;16.2;0.0;1.35e-06;1.77e-08
50;116;16.3;0.0;1.3e-06;1.76e-08
50;116;16.4;0.0;1.26e-06;1.74e-08
50;116;16.5;0.0;1.22e-06;1.77e-08
50;116;16.6;0.0;1.18e-06;1.79e-08
50;116;16.7;0.0;1.16e-06;1.75e-08
50;116;16.8;0.0;1.12e-06;1.69e-08
50;116;16.9;0.0;1.05e-06;1.63e-08
50;116;17.0;0.0;1E-06;1.97e-08
50;116;17.1;0.0;9.79e-07;2.06e-08
50;116;17.2;0.0;9.63e-07;2.04e-08
50;116;17.3;0.0;9.53e-07;1.98e-08
50;116;17.4;0.0;9.12e-07;1.91e-08
50;116;17.5;0.0;8.620000000000001e-07;1.81e-08
50;116;17.6;0.0;8.28e-07;1.72e-08
50;116;17.7;0.0;7.690000000000001e-07;1.57e-08
50;116;17.8;0.0;7.6e-07;1.47e-08
50;116;17.9;0.0;7.170000000000001e-07;1.37e-08
50;116;18.0;0.0;6.94e-07;1.22e-08
50;116;18.1;0.0;6.520000000000001e-07;1.1499999999999999e-08
50;116;18.2;0.0;6.389999999999999e-07;1.1000000000000001e-08
50;116;18.3;0.0;6.02e-07;1.04e-08
50;116;18.4;0.0;5.939999999999999e-07;9.9e-09
50;116;18.5;0.0;5.67e-07;9.61e-09
50;116;18.6;0.0;5.5e-07;9.470000000000001e-09
50;116;18.7;0.0;5.33e-07;9.37e-09
50;116;18.8;0.0;5.26e-07;9.270000000000001e-09
50;116;18.9;0.0;4.91e-07;9.04e-09
50;116;19.0;0.0;4.79e-07;8.95e-09
50;116;19.1;0.0;4.6299999999999995e-07;8.809999999999999e-09
50;116;19.2;0.0;4.39e-07;8.72e-09
50;116;19.3;0.0;4.2799999999999997e-07;8.67e-09
50;116;19.4;0.0;4.05e-07;8.58e-09
50;116;19.5;0.0;4.02e-07;8.5e-09
50;116;19.6;0.0;3.98e-07;8.45e-09
50;116;19.7;0.0;3.7799999999999997e-07;8.45e-09
50;116;19.8;0.0;3.7600000000000003e-07;8.240000000000001e-09
50;116;19.9;0.0;3.6299999999999995e-07;8.329999999999999e-09
50;116;20.0;0.0;3.56e-07;8.15e-09
50;116;20.1;0.0;3.37e-07;8.54e-09
50;116;20.2;0.0;3.2e-07;8.67e-09
50;116;20.3;0.0;2.98e-07;8.72e-09
50;116;20.4;0.0;2.84e-07;8.759999999999999e-09
50;116;20.5;0.0;2.86e-07;8.72e-09
50;116;20.6;0.0;2.74e-07;8.72e-09
50;116;20.7;0.0;2.7600000000000004e-07;8.72e-09
50;116;20.8;0.0;2.69e-07;8.63e-09
50;116;20.9;0.0;2.51e-07;8.67e-09
50;116;21.0;0.0;2.4399999999999996e-07;8.590000000000001e-09
50;116;21.1;0.0;2.51e-07;8.55e-09
50;116;21.2;0.0;2.63e-07;8.51e-09
50;116;21.3;0.0;2.57e-07;8.590000000000001e-09
50;116;21.4;0.0;2.51e-07;8.55e-09
50;116;21.5;0.0;2.4e-07;8.590000000000001e-09
50;116;21.6;0.0;2.3e-07;8.55e-09
50;116;21.7;0.0;2.2699999999999998e-07;8.63e-09
50;116;21.8;0.0;2.12e-07;8.51e-09
50;116;21.9;0.0;1.96e-07;8.55e-09
50;116;22.0;0.0;1.92e-07;8.590000000000001e-09
50;116;22.1;0.0;1.9e-07;8.52e-09
50;116;22.2;0.0;1.73e-07;1.3600000000000001e-08
50;116;22.3;0.0;1.8e-07;1.32e-08
50;116;22.4;0.0;1.87e-07;1.28e-08
50;116;22.5;0.0;1.62e-07;1.26e-08
50;116;22.6;0.0;1.71e-07;1.23e-08
50;116;22.7;0.0;1.59e-07;1.22e-08
50;116;22.8;0.0;1.55e-07;1.1899999999999999e-08
50;116;22.9;0.0;1.57e-07;1.1899999999999999e-08
50;116;23.0;0.0;1.55e-07;1.1699999999999999e-08
50;116;23.1;0.0;1.5199999999999998e-07;1.18e-08
50;116;23.2;0.0;1.57e-07;1.16e-08
50;116;23.3;0.0;1.33e-07;1.1699999999999999e-08
50;116;23.4;0.0;1.32e-07;1.1699999999999999e-08
50;116;23.5;0.0;1.33e-07;1.16e-08
50;116;23.6;0.0;1.25e-07;1.1699999999999999e-08
50;116;23.7;0.0;1.34e-07;1.16e-08
50;116;23.8;0.0;1.37e-07;1.16e-08
50;116;23.9;0.0;1.3900000000000001e-07;1.1499999999999999e-08
50;116;24.0;0.0;1.45e-07;1.1499999999999999e-08
50;116;24.1;0.0;1.37e-07;1.14e-08
50;116;24.2;0.0;1.28e-07;1.1499999999999999e-08
50;116;24.3;0.0;1.23e-07;1.14e-08
50;116;24.4;0.0;1.2099999999999998e-07;1.1299999999999999e-08
50;116;24.5;0.0;1.26e-07;1.1299999999999999e-08
50;116;24.6;0.0;1.26e-07;1.1299999999999999e-08
50;116;24.7;0.0;1.1599999999999999e-07;1.1299999999999999e-08
50;116;24.8;0.0;1.14e-07;1.1200000000000001e-08
50;116;24.9;0.0;1.14e-07;1.1200000000000001e-08
50;116;25.0;0.0;1.1800000000000001e-07;1.1000000000000001e-08
50;116;25.1;0.0;1.1599999999999999e-07;1.09e-08
50;116;25.2;0.0;1.15e-07;1.08e-08
50;116;25.3;0.0;1.08e-07;1.07e-08
50;116;25.4;0.0;1.11e-07;1.1000000000000001e-08
50;116;25.5;0.0;1.2e-07;1.06e-08
50;116;25.6;0.0;1.1699999999999999e-07;1.09e-08
50;116;25.7;0.0;1.23e-07;1.1100000000000002e-08
50;116;25.8;0.0;1.15e-07;1.1100000000000002e-08
50;116;25.9;0.0;1.1599999999999999e-07;1.1299999999999999e-08
50;116;26.0;0.0;1.1800000000000001e-07;1.08e-08
50;116;26.1;0.0;1.2099999999999998e-07;1.09e-08
50;116;26.2;0.0;1.31e-07;1.1000000000000001e-08
50;116;26.3;0.0;1.23e-07;1.16e-08
50;124;8.6;0.0;7.96e-08;5.45e-09
50;124;8.7;0.0;1.25e-07;8.67e-09
50;124;8.8;0.0;1.65e-07;1.1200000000000001e-08
50;124;8.9;0.0;1.7699999999999998e-07;1.2e-08
50;124;9.0;0.0;1.8899999999999999e-07;1.27e-08
50;124;9.1;0.0;1.97e-07;1.33e-08
50;124;9.2;0.0;1.94e-07;1.24e-08
50;124;9.3;0.0;1.96e-07;1.1299999999999999e-08
50;124;9.4;0.0;1.99e-07;1.02e-08
50;124;9.5;0.0;1.96e-07;9.769999999999999e-09
50;124;9.6;0.0;2.0199999999999998e-07;9.85e-09
50;124;9.7;0.0;2.07e-07;9.93e-09
50;124;9.8;0.0;2.15e-07;1.04e-08
50;124;9.9;0.0;2.23e-07;1.06e-08
50;124;10.0;0.0;2.23e-07;1.09e-08
50;124;10.1;0.0;2.3199999999999999e-07;1.1299999999999999e-08
50;124;10.2;0.0;2.3199999999999999e-07;1.16e-08
50;124;10.3;0.0;2.53e-07;1.27e-08
50;124;10.4;0.0;2.65e-07;1.3e-08
50;124;10.5;0.0;2.69e-07;1.35e-08
50;124;10.6;0.0;2.72e-07;1.35e-08
50;124;10.7;0.0;2.93e-07;1.4e-08
50;124;10.8;0.0;3.13e-07;1.4099999999999999e-08
50;124;10.9;0.0;3.47e-07;1.46e-08
50;124;11.0;0.0;3.38e-07;1.44e-08
50;124;11.1;0.0;3.5899999999999997e-07;1.42e-08
50;124;11.2;0.0;3.69e-07;1.4299999999999999e-08
50;124;11.3;0.0;3.85e-07;1.48e-08
50;124;11.4;0.0;4.06e-07;1.52e-08
50;124;11.5;0.0;4.25e-07;1.56e-08
50;124;11.6;0.0;4.6e-07;1.73e-08
50;124;11.7;0.0;4.99e-07;1.79e-08
50;124;11.8;0.0;5.15e-07;1.63e-08
50;124;11.9;0.0;5.36e-07;1.74e-08
50;124;12.0;0.0;5.65e-07;1.8e-08
50;124;12.1;0.0;5.839999999999999e-07;1.75e-08
50;124;12.2;0.0;5.9e-07;1.8300000000000002e-08
50;124;12.3;0.0;6.19e-07;1.77e-08
50;124;12.4;0.0;6.440000000000001e-07;1.72e-08
50;124;12.5;0.0;6.64e-07;1.6399999999999998e-08
50;124;12.6;0.0;7.159999999999999e-07;1.66e-08
50;124;12.7;0.0;7.51e-07;1.63e-08
50;124;12.8;0.0;7.93e-07;1.6399999999999998e-08
50;124;12.9;0.0;8.4e-07;1.62e-08
50;124;13.0;0.0;8.809999999999999e-07;1.59e-08
50;124;13.1;0.0;9.340000000000001e-07;1.56e-08
50;124;13.2;0.0;9.59e-07;1.62e-08
50;124;13.3;0.0;1.02e-06;1.62e-08
50;124;13.4;0.0;1.09e-06;1.67e-08
50;124;13.5;0.0;1.15e-06;1.71e-08
50;124;13.6;0.0;1.18e-06;1.7e-08
50;124;13.7;0.0;1.23e-06;1.6799999999999998e-08
50;124;13.8;0.0;1.26e-06;1.75e-08
50;124;13.9;0.0;1.33e-06;1.72e-08
50;124;14.0;0.0;1.36e-06;1.69e-08
50;124;14.1;0.0;1.41e-06;1.67e-08
50;124;14.2;0.0;1.42e-06;1.73e-08
50;124;14.3;0.0;1.46e-06;1.75e-08
50;124;14.4;0.0;1.51e-06;1.81e-08
50;124;14.5;0.0;1.56e-06;1.89e-08
50;124;14.6;0.0;1.6e-06;1.88e-08
50;124;14.7;0.0;1.59e-06;1.81e-08
50;124;14.8;0.0;1.61e-06;1.75e-08
50;124;14.9;0.0;1.61e-06;1.69e-08
50;124;15.0;0.0;1.58e-06;1.6100000000000002e-08
50;124;15.1;0.0;1.56e-06;1.48e-08
50;124;15.2;0.0;1.57e-06;1.5e-08
50;124;15.3;0.0;1.56e-06;1.42e-08
50;124;15.4;0.0;1.54e-06;1.3e-08
50;124;15.5;0.0;1.51e-06;1.28e-08
50;124;15.6;0.0;1.47e-06;1.3e-08
50;124;15.7;0.0;1.46e-06;1.28e-08
50;124;15.8;0.0;1.41e-06;1.2e-08
50;124;15.9;0.0;1.36e-06;1.1200000000000001e-08
50;124;16.0;0.0;1.33e-06;1.1000000000000001e-08
50;124;16.1;0.0;1.28e-06;1.06e-08
50;124;16.2;0.0;1.25e-06;1.05e-08
50;124;16.3;0.0;1.18e-06;1.04e-08
50;124;16.4;0.0;1.15e-06;1.03e-08
50;124;16.5;0.0;1.09e-06;9.940000000000002e-09
50;124;16.6;0.0;1.05e-06;9.72e-09
50;124;16.7;0.0;1E-06;9.76e-09
50;124;16.8;0.0;9.81e-07;9.76e-09
50;124;16.9;0.0;9.6e-07;9.8e-09
50;124;17.0;0.0;9.29e-07;9.690000000000001e-09
50;124;17.1;0.0;9.03e-07;9.740000000000002e-09
50;124;17.2;0.0;8.77e-07;9.83e-09
50;124;17.3;0.0;8.57e-07;9.78e-09
50;124;17.4;0.0;8.23e-07;9.92e-09
50;124;17.5;0.0;8.03e-07;9.91e-09
50;124;17.6;0.0;7.540000000000001e-07;9.91e-09
50;124;17.7;0.0;7.15e-07;9.85e-09
50;124;17.8;0.0;6.82e-07;9.940000000000002e-09
50;124;17.9;0.0;6.74e-07;9.98e-09
50;124;18.0;0.0;6.55e-07;9.83e-09
50;124;18.1;0.0;6.47e-07;9.92e-09
50;124;18.2;0.0;6.15e-07;9.91e-09
50;124;18.3;0.0;5.74e-07;1E-08
50;124;18.4;0.0;5.47e-07;9.85e-09
50;124;18.5;0.0;5.389999999999999e-07;9.890000000000001e-09
50;124;18.6;0.0;5.18e-07;1E-08
50;124;18.7;0.0;4.92e-07;9.93e-09
50;124;18.8;0.0;4.8e-07;9.92e-09
50;124;18.9;0.0;4.6399999999999997e-07;9.87e-09
50;124;19.0;0.0;4.39e-07;1E-08
50;124;19.1;0.0;4.21e-07;9.99e-09
50;124;19.2;0.0;4.1700000000000004e-07;1E-08
50;124;19.3;0.0;4.11e-07;9.890000000000001e-09
50;124;19.4;0.0;3.95e-07;9.97e-09
50;124;19.5;0.0;3.87e-07;1.01e-08
50;124;19.6;0.0;3.82e-07;1E-08
50;124;19.7;0.0;3.65e-07;9.91e-09
50;124;19.8;0.0;3.5399999999999997e-07;9.99e-09
50;124;19.9;0.0;3.45e-07;9.98e-09
50;124;20.0;0.0;3.2799999999999997e-07;9.97e-09
50;124;20.1;0.0;3.0399999999999997e-07;9.97e-09
50;124;20.2;0.0;2.9199999999999997e-07;1E-08
50;124;20.3;0.0;2.82e-07;9.96e-09
50;124;20.4;0.0;2.81e-07;9.86e-09
50;124;20.5;0.0;2.8300000000000003e-07;9.73e-09
50;124;20.6;0.0;2.73e-07;9.73e-09
50;124;20.7;0.0;2.69e-07;9.85e-09
50;124;20.8;0.0;2.47e-07;9.97e-09
50;124;20.9;0.0;2.4899999999999997e-07;9.92e-09
50;124;21.0;0.0;2.28e-07;9.95e-09
50;124;21.1;0.0;2.1300000000000001e-07;9.99e-09
50;124;21.2;0.0;2.17e-07;9.82e-09
50;124;21.3;0.0;2.1300000000000001e-07;9.53e-09
50;124;21.4;0.0;2.26e-07;9.12e-09
50;124;21.5;0.0;2.2699999999999998e-07;8.75e-09
50;124;21.6;0.0;2.2699999999999998e-07;9.32e-09
50;124;21.7;0.0;2.15e-07;1.4099999999999999e-08
50;124;21.8;0.0;1.93e-07;1.53e-08
50;124;21.9;0.0;2.15e-07;1.54e-08
50;124;22.0;0.0;2.2e-07;1.55e-08
50;124;22.1;0.0;2.3199999999999999e-07;1.56e-08
50;124;22.2;0.0;2.2e-07;1.69e-08
50;124;22.3;0.0;2.22e-07;1.82e-08
50;124;22.4;0.0;2.05e-07;1.8700000000000002e-08
50;124;22.5;0.0;2.16e-07;1.95e-08
50;124;22.6;0.0;2.05e-07;1.95e-08
50;124;22.7;0.0;1.75e-07;2.0099999999999998e-08
50;124;22.8;0.0;1.8100000000000002e-07;2.02e-08
50;124;22.9;0.0;1.75e-07;2.0099999999999998e-08
50;124;23.0;0.0;2.17e-07;2.0499999999999998e-08
50;124;23.1;0.0;2.08e-07;2.1e-08
50;124;23.2;0.0;1.7899999999999997e-07;2.0099999999999998e-08
50;124;23.3;0.0;1.5e-07;1.96e-08
50;124;23.4;0.0;1.44e-07;2.0099999999999998e-08
50;124;23.5;0.0;2.1399999999999998e-07;2.13e-08
50;124;23.6;0.0;1.54e-07;2E-08
50;124;23.7;0.0;1.54e-07;1.88e-08
50;124;23.8;0.0;1.8399999999999998e-07;1.8999999999999998e-08
50;124;23.9;0.0;1.68e-07;1.84e-08
50;124;24.0;0.0;1.68e-07;1.79e-08
50;124;24.1;0.0;1.69e-07;1.89e-08
50;124;24.2;0.0;1.3800000000000002e-07;1.92e-08
50;124;24.3;0.0;1.48e-07;1.95e-08
50;124;24.4;0.0;1.56e-07;1.96e-08
50;124;24.5;0.0;1.49e-07;1.93e-08
50;124;24.6;0.0;1.35e-07;1.89e-08
50;124;24.7;0.0;9.38e-08;1.89e-08
50;124;24.8;0.0;1.34e-07;1.89e-08
50;124;24.9;0.0;1.43e-07;1.84e-08
50;124;25.0;0.0;1.45e-07;1.82e-08
50;124;25.1;0.0;1.06e-07;1.82e-08
50;124;25.2;0.0;1.4599999999999998e-07;1.76e-08
50;124;25.3;0.0;1.66e-07;1.94e-08
50;124;25.4;0.0;1.2e-07;2.02e-08
50;124;25.5;0.0;1.32e-07;2.0699999999999997e-08
50;117;7.4;0.0;8.97e-08;4.0999999999999997e-08
50;117;7.5;0.0;1.3800000000000002e-07;4.05e-08
50;117;7.6;0.0;2.01e-07;3.99e-08
50;117;7.7;0.0;1.94e-07;3.94e-08
50;117;7.8;0.0;1.67e-07;3.56e-08
50;117;7.9;0.0;8.08e-08;3.2900000000000003e-08
50;117;8.0;0.0;9.54e-08;3.5099999999999997e-08
50;117;8.1;0.0;1.3900000000000001e-07;3.75e-08
50;117;8.2;0.0;1.71e-07;3.7999999999999996e-08
50;117;8.3;0.0;1.54e-07;4.3e-08
50;117;8.4;0.0;9.19e-08;3.1e-08
50;117;8.5;0.0;9.08e-08;3.06e-08
50;117;8.6;0.0;8.939999999999999e-08;3.09e-08
50;117;8.7;0.0;8.789999999999999e-08;3.08e-08
50;117;8.8;0.0;8.64e-08;3.06e-08
50;117;8.9;0.0;1.44e-07;2.3900000000000002e-08
50;117;9.0;0.0;1.53e-07;2.36e-08
50;117;9.1;0.0;1.56e-07;2.33e-08
50;117;9.2;0.0;1.68e-07;2.2999999999999998e-08
50;117;9.3;0.0;1.6399999999999999e-07;2.29e-08
50;117;9.4;0.0;1.66e-07;2.4300000000000003e-08
50;117;9.5;0.0;1.7699999999999998e-07;2.4199999999999998e-08
50;117;9.6;0.0;1.92e-07;2.4300000000000003e-08
50;117;9.7;0.0;1.9e-07;2.4e-08
50;117;9.8;0.0;1.83e-07;1.08e-08
50;117;9.9;0.0;1.69e-07;1.06e-08
50;117;10.0;0.0;1.6100000000000003e-07;1.05e-08
50;117;10.1;0.0;1.6100000000000003e-07;1.07e-08
50;117;10.2;0.0;1.72e-07;1.1100000000000002e-08
50;117;10.3;0.0;1.82e-07;1.1499999999999999e-08
50;117;10.4;0.0;2.01e-07;1.25e-08
50;117;10.5;0.0;2.2899999999999997e-07;1.35e-08
50;117;10.6;0.0;2.48e-07;1.46e-08
50;117;10.7;0.0;2.61e-07;1.49e-08
50;117;10.8;0.0;2.72e-07;1.51e-08
50;117;10.9;0.0;2.79e-07;1.52e-08
50;117;11.0;0.0;3E-07;1.6e-08
50;117;11.1;0.0;3.09e-07;1.59e-08
50;117;11.2;0.0;3.2200000000000005e-07;1.56e-08
50;117;11.3;0.0;3.36e-07;1.57e-08
50;117;11.4;0.0;3.41e-07;1.58e-08
50;117;11.5;0.0;3.6799999999999996e-07;1.6e-08
50;117;11.6;0.0;3.93e-07;1.6100000000000002e-08
50;117;11.7;0.0;4.02e-07;1.58e-08
50;117;11.8;0.0;4.2299999999999996e-07;1.62e-08
50;117;11.9;0.0;4.49e-07;1.65e-08
50;117;12.0;0.0;4.53e-07;1.6399999999999998e-08
50;117;12.1;0.0;4.85e-07;1.67e-08
50;117;12.2;0.0;5.13e-07;1.72e-08
50;117;12.3;0.0;5.16e-07;1.71e-08
50;117;12.4;0.0;5.25e-07;1.74e-08
50;117;12.5;0.0;5.59e-07;1.8e-08
50;117;12.6;0.0;5.78e-07;1.8e-08
50;117;12.7;0.0;5.88e-07;1.66e-08
50;117;12.8;0.0;6.15e-07;1.31e-08
50;117;12.9;0.0;6.590000000000001e-07;1.28e-08
50;117;13.0;0.0;7.009999999999999e-07;1.27e-08
50;117;13.1;0.0;7.35e-07;1.18e-08
50;117;13.2;0.0;7.690000000000001e-07;1.26e-08
50;117;13.3;0.0;8.02e-07;1.3600000000000001e-08
50;117;13.4;0.0;8.41e-07;1.37e-08
50;117;13.5;0.0;8.74e-07;1.4e-08
50;117;13.6;0.0;9.12e-07;1.4299999999999999e-08
50;117;13.7;0.0;9.5e-07;1.46e-08
50;117;13.8;0.0;1.01e-06;1.4499999999999999e-08
50;117;13.9;0.0;1.04e-06;1.49e-08
50;117;14.0;0.0;1.08e-06;1.4499999999999999e-08
50;117;14.1;0.0;1.11e-06;1.48e-08
50;117;14.2;0.0;1.15e-06;1.51e-08
50;117;14.3;0.0;1.21e-06;1.65e-08
50;117;14.4;0.0;1.22e-06;1.79e-08
50;117;14.5;0.0;1.27e-06;1.85e-08
50;117;14.6;0.0;1.32e-06;1.88e-08
50;117;14.7;0.0;1.35e-06;1.85e-08
50;117;14.8;0.0;1.35e-06;1.89e-08
50;117;14.9;0.0;1.39e-06;1.91e-08
50;117;15.0;0.0;1.45e-06;1.8999999999999998e-08
50;117;15.1;0.0;1.41e-06;1.8999999999999998e-08
50;117;15.2;0.0;1.43e-06;1.88e-08
50;117;15.3;0.0;1.43e-06;1.79e-08
50;117;15.4;0.0;1.45e-06;1.8999999999999998e-08
50;117;15.5;0.0;1.45e-06;1.95e-08
50;117;15.6;0.0;1.42e-06;1.97e-08
50;117;15.7;0.0;1.39e-06;1.95e-08
50;117;15.8;0.0;1.37e-06;1.94e-08
50;117;15.9;0.0;1.37e-06;1.95e-08
50;117;16.0;0.0;1.34e-06;1.94e-08
50;117;16.1;0.0;1.32e-06;1.92e-08
50;117;16.2;0.0;1.27e-06;1.8700000000000002e-08
50;117;16.3;0.0;1.25e-06;1.85e-08
50;117;16.4;0.0;1.23e-06;1.8300000000000002e-08
50;117;16.5;0.0;1.2e-06;1.85e-08
50;117;16.6;0.0;1.19e-06;1.88e-08
50;117;16.7;0.0;1.17e-06;1.82e-08
50;117;16.8;0.0;1.12e-06;1.73e-08
50;117;16.9;0.0;1.08e-06;1.6799999999999998e-08
50;117;17.0;0.0;1.05e-06;1.56e-08
50;117;17.1;0.0;9.99e-07;1.57e-08
50;117;17.2;0.0;9.53e-07;1.3899999999999999e-08
50;117;17.3;0.0;9.23e-07;1.1000000000000001e-08
50;117;17.4;0.0;8.82e-07;1.05e-08
50;117;17.5;0.0;8.529999999999999e-07;1E-08
50;117;17.6;0.0;8.28e-07;9.76e-09
50;117;17.7;0.0;7.94e-07;9.26e-09
50;117;17.8;0.0;7.65e-07;8.97e-09
50;117;17.9;0.0;7.41e-07;8.48e-09
50;117;18.0;0.0;7.179999999999999e-07;8.050000000000001e-09
50;117;18.1;0.0;6.85e-07;7.57e-09
50;117;18.2;0.0;6.620000000000001e-07;7.67e-09
50;117;18.3;0.0;6.490000000000001e-07;7.63e-09
50;117;18.4;0.0;6.36e-07;7.5e-09
50;117;18.5;0.0;6.1e-07;7.170000000000001e-09
50;117;18.6;0.0;5.88e-07;7.23e-09
50;117;18.7;0.0;5.57e-07;7.42e-09
50;117;18.8;0.0;5.629999999999999e-07;7.2e-09
50;117;18.9;0.0;5.55e-07;7.390000000000001e-09
50;117;19.0;0.0;5.389999999999999e-07;7.21e-09
50;117;19.1;0.0;5.09e-07;7.2199999999999995e-09
50;117;19.2;0.0;4.970000000000001e-07;7.36e-09
50;117;19.3;0.0;4.9e-07;7.42e-09
50;117;19.4;0.0;4.69e-07;8.09e-09
50;117;19.5;0.0;4.38e-07;9.03e-09
50;117;19.6;0.0;4.43e-07;8.809999999999999e-09
50;117;19.7;0.0;4.3299999999999997e-07;8.759999999999999e-09
50;117;19.8;0.0;4.1200000000000004e-07;8.89e-09
50;117;19.9;0.0;3.9899999999999996e-07;8.759999999999999e-09
50;117;20.0;0.0;3.7700000000000005e-07;8.8e-09
50;117;20.1;0.0;3.69e-07;8.89e-09
50;117;20.2;0.0;3.5e-07;8.8e-09
50;117;20.3;0.0;3.4899999999999996e-07;8.84e-09
50;117;20.4;0.0;3.37e-07;9.06e-09
50;117;20.5;0.0;3.35e-07;9.1e-09
50;117;20.6;0.0;3.3100000000000004e-07;9.470000000000001e-09
50;117;20.7;0.0;3.32e-07;9.13e-09
50;117;20.8;0.0;3.3100000000000004e-07;9.26e-09
50;117;20.9;0.0;3.2100000000000003e-07;9.340000000000001e-09
50;117;21.0;0.0;3.1e-07;9.25e-09
50;117;21.1;0.0;3.0399999999999997e-07;1.32e-08
50;117;21.2;0.0;3.14e-07;1.37e-08
50;117;21.3;0.0;2.82e-07;1.32e-08
50;117;21.4;0.0;2.72e-07;1.33e-08
50;117;21.5;0.0;2.8e-07;1.35e-08
50;117;21.6;0.0;3.03e-07;1.4e-08
50;117;21.7;0.0;2.93e-07;1.4099999999999999e-08
50;117;21.8;0.0;2.87e-07;1.46e-08
50;117;21.9;0.0;2.66e-07;1.3600000000000001e-08
50;117;22.0;0.0;2.67e-07;1.3600000000000001e-08
50;117;22.1;0.0;2.89e-07;1.4e-08
50;117;22.2;0.0;2.74e-07;1.4299999999999999e-08
50;117;22.3;0.0;2.67e-07;1.42e-08
50;117;22.4;0.0;2.84e-07;1.48e-08
